indexA,addressA,indexB,addressB,score
21639,"Esplanade Hotel, 27-29 Marine Parade East Clacton on Sea, Tendring, East of England, CO151UU",5286,"Pink Palace Hotel, 11-13, Marine Parade East, Clacton-on-Sea, Tendring, East of England, CO151PS",0.5321
21641,"Globe Hotel, 71 North Station Road ColchesterEssex, East of England, CO11RQ",3159,"Star Anglia Hotel, 75, North Station Road, Colchester, , United Kingdom, East of England, CO11SB",0.5
21696,"Star Anglia Hotel, Anglia House 75 North Station Road Colchester, East of England, CO11SB",8578,"Globe Hotel, 71, North Station Road, Colchester, East of England, CO11RQ",0.5911
21698,"North Hill Hotel, North Hill 51  Colchester, East of England, CO11PY",10934,"Colchester Boutique Hotel, 4-6, North Hill, Colchester, East of England, CO11DZ",0.577
21769,"The Royal Hotel Clacton On Sea, 1 Marine Parade East Clacton-on-Sea, Tendring, East of England, CO151PU",5281,"The Ocean Hotel, 5, Marine Parade East, Clacton-on-Sea, Tendring, East of England, CO151PS",0.5654
21769,"The Royal Hotel Clacton On Sea, 1 Marine Parade East Clacton-on-Sea, Tendring, East of England, CO151PU",5285,"Pacific Hotel, 7-9, Marine Parade East, Clacton-on-Sea, Tendring, East of England, CO151PS",0.5148
21769,"The Royal Hotel Clacton On Sea, 1 Marine Parade East Clacton-on-Sea, Tendring, East of England, CO151PU",5286,"Pink Palace Hotel, 11-13, Marine Parade East, Clacton-on-Sea, Tendring, East of England, CO151PS",0.5
21810,"Olderfleet B&B, 28 Carnarvon Road Clacton On Sea, Tendring, East of England, CO156QE",4505,"Grosvenor House Hotel, 23, Carnarvon Road, Clacton-on-Sea, Tendring, East of England, CO156PH",0.5
21855,"City Stay Apartment, Flat 11 16 Chichester Road, Southend-on-Sea, East of England, SS12FQ",5115,"Travelodge, Chichester Road, Southend-on-Sea, East of England, SS12JY",0.5797
22009,"Mercure Exeter Southgate Hotel, Southernhay East  Exeter, South West, EX11QF",5789,"Southernhay House, 36, Southernhay East, Exeter, South West, EX11NX",0.5
22073,"Townhouse Exeter, 54 St Davids Hill Exeter, South West, EX44DT",2621,"Oakcliffe Hotel, 73, St Davids Hill, Exeter, , United Kingdom, South West, EX44DW",0.5
22073,"Townhouse Exeter, 54 St Davids Hill Exeter, South West, EX44DT",2622,"Telstar Guest House, 77, St Davids Hill, Exeter, , United Kingdom, South West, EX44DW",0.5
22091,"Number 18 Apartments, 18 Mary Arches Street Exeter, South West, EX43BA",241,"St Olaves Hotel, Mary Archers Street, Exeter, , United Kingdom, South West, EX43AZ",0.5437
22107,"Victoria House, 36 Okehampton Road St Thomas, Exeter, South West, EX41EL",577,"Oke Lodge Hotel, 43-47, Okehampton Road, Exeter, , United Kingdom, South West, EX41EB",0.5708
22167,"Manor Hotel, The Beacon Devon Exmouth  England Exeter  Exmouth, East Devon, South West, EX82AG",1987,"Royal Beacon Hotel, The Beacon, Exmouth, , United Kingdom, East Devon, South West, EX82AF",0.5
22170,"Cavendish Hotel, The Esplanade The EsplanadeExmouthDevon, East Devon, South West, EX81BE",3109,"Best Western Exmouth Beach, 2-5, Morton Crescent, Exmouth, , United Kingdom, East Devon, South West, EX81BE",0.5763
22280,"Craignish Apartments, 104 Thornhill Road Falkirk, FK27AE",3556,"Holiday Flats, 160-174, Thornhill Road, Falkirk, , United Kingdom, FK27DU",0.5
22304,"Eden Lodge B and B, 54 Melvill Road Falmouth, Cornwall, South West, TR114DQ",8306,"Cotswold House, 49, Melvill Road, Cornwall, South West, TR114DF",0.5554
22328,"Melvill Guest House, 52 Melvill Road Falmouth Cornwall, South West, TR114DQ",8306,"Cotswold House, 49, Melvill Road, Cornwall, South West, TR114DF",0.5811
22334,"The Royal Duchy Hotel, Cliff Road Falmouth Cornwall, South West, TR114NX",9241,"Falmouth Hotel, 1, Cliff Road, Falmouth, , GB, Cornwall, South West, TR114NZ",0.5
22370,"Trevu House, 45 Melvill Road, Cornwall, South West, TR114DG",8306,"Cotswold House, 49, Melvill Road, Cornwall, South West, TR114DF",0.5463
22443,"Anchorage Apartments 7, Gyllyngvase Road, Cornwall, South West, TR114DJ",8307,"Gyllyngvase House, Gyllyngvase Road, Falmouth, Cornwall, South West, TR114GH",0.5411
22444,"Anchorage Apartments 6, Gyllyngvase Road, Cornwall, South West, TR114DJ",8307,"Gyllyngvase House, Gyllyngvase Road, Falmouth, Cornwall, South West, TR114GH",0.5411
22645,"Five Pilmour Place, 5 Pilmour Place Saint AndrewsScotland, Fife, KY169HZ",2660,"Dunvegan, 7, Pilmour Place, St Andrews, , GB, Fife, KY169HZ",0.5
22756,"The Windsor Hotel Kirkcaldy, 38 Victoria Rd Kirkcaldy, Fife, KY11DR",2121,"Victoria Hotel, 28, Victoria Road, Kirkcaldy, , United Kingdom, Fife, KY11DS",0.5035
22856,"The Goldsmiths Apartment, 4 Balbirnie Craft Centremarkinch, Fife, KY76NR",11123,"Balbirnie House Hotel, Balbirnie Park, , GB, Fife, KY76NE",0.5
23045,"The Hamlet Hotel, Shakespeare Terrace Folkestone, Folkestone and Hythe, South East, CT202DX",1810,"The Clifton Hotel, Clifton Gardens, Folkestone, , GB, Folkestone and Hythe, South East, CT202EB",0.5
23227,"Stronchreggan View Guest House, Achintore Road Fort William, Highland, PH336RW",2858,"Innseagan House Hotel, 21, Achintore Road, Fort William, , GB, Highland, PH336RW",0.5
23246,"The Garrison, High Street Fort WilliamInverness-Shire, Highland, PH336EE",6303,"Highland Hotel, Fort William",0.5
23286,"Bishops Bay Cottage North Ballachulish, Highland, PH336SA",4284,"HF Holidays Alltshellach, Fort William, , GB, Highland, PH336SA",0.5
23319,"62 Esplanade Fowey, 62 Esplanade, Cornwall, South West, PL231JA",7662,"Fowey Harbour Hotel, Esplanade, Cornwall, South West, PL231HX",0.5255
23486,"Shieldaig Lodge Hotel, Leacnaside Gairloch GairlochRoss Shire, Highland, IV212AN",596,"Shieldaig Hotel, B8056, Badachro, , United Kingdom, Highland, IV212AN",0.5
23604,"Premier Inn London Gatwick Airport North Terminal, Crossway Gatwick North Terminal Opposite the North TerminalWest Sussex Crawley, South East, RH60PH",4228,"Sofitel Gatwick, Northway, Crawley, South East, RH60PH",0.5675
23663,"Lorne Hotel Glasgow, 923 Sauchiehall Street GlasgowScotland, Glasgow City, G37TQ",2642,"The Sandyford Hotel, 904, Sauchiehall Street, Glasgow, , United Kingdom, Glasgow City, G37TF",0.5077
23665,"Holiday Inn Glasgow City Ctr Theatreland, 161 West Nile Street Glasgow, Glasgow City, G12RL",1591,"Premier Inn, 141, West Nile Street, Glasgow, , United Kingdom, Glasgow City, G12RN",0.5
23666,"Radisson Blu Glasgow, 301 Argyle Street Glasgow, Glasgow City, G28DL",1212,"Alexander Thomson Hotel, 320, Argyle Street, Glasgow, , United Kingdom, Glasgow City, G28LY",0.5597
