indexA,addressA,indexB,addressB,score
6319,"Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ",2478,"The Beechfield, 106-110, Hornby Road, Blackpool, , United Kingdom, North West, FY14QS",0.5
6325,"Myrtle House, 25 Albert Road, Blackpool, North West, FY14TA",2411,"Bradleys Hotel, 80, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.5
6325,"Myrtle House, 25 Albert Road, Blackpool, North West, FY14TA",2412,"Royal Alexandra Hotel, 74, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.5
6325,"Myrtle House, 25 Albert Road, Blackpool, North West, FY14TA",2413,"The Sutcliffe Hotel, 70-72, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.5
6325,"Myrtle House, 25 Albert Road, Blackpool, North West, FY14TA",2414,"The New Oxford Hotel, 66-68, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.5
6325,"Myrtle House, 25 Albert Road, Blackpool, North West, FY14TA",2415,"The Carlton, 64, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.5
6325,"Myrtle House, 25 Albert Road, Blackpool, North West, FY14TA",2445,"Royal Ruskin Hotel, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.5
6325,"Myrtle House, 25 Albert Road, Blackpool, North West, FY14TA",2446,"The Roselea Hotel, 67, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.5
6329,"Norwyn Court, 85 87 Reads Ave, Blackpool, North West, FY14DG",2479,"Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE",0.5022
6329,"Norwyn Court, 85 87 Reads Ave, Blackpool, North West, FY14DG",2480,"AA Central Hotel, 66, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE",0.5455
6332,"Burton House, 20 Alfred Street, Blackpool, North West, FY14LL",2417,"OYO Gresham Hotel, 106-114, Adelaide Street, Blackpool, , United Kingdom, North West, FY14LE",0.5143
6335,"The Woodleigh Over 50's B & B, 32 King Edward Ave, Blackpool, North West, FY29TA",2290,"Northcrest, 22, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0.5526
6335,"The Woodleigh Over 50's B & B, 32 King Edward Ave, Blackpool, North West, FY29TA",2292,"The Pembroke, 11, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0.5247
6335,"The Woodleigh Over 50's B & B, 32 King Edward Ave, Blackpool, North West, FY29TA",2293,"The Alpha, 9, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0.5136
6335,"The Woodleigh Over 50's B & B, 32 King Edward Ave, Blackpool, North West, FY29TA",2294,"Grosvenor View, 7, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0.5016
6337,"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD",1999,"Westcliffe, 46, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0.5
6337,"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD",2313,"The Penryn, 38, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0.5
6337,"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD",2321,"Deneley Hotel, 15, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0.5
6337,"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD",2322,"The Hartshead, 17, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0.5
6337,"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD",2323,"The Windsor, 21, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0.5
6337,"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD",2324,"The Berwick, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0.5
6337,"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD",2325,"Sunnymede Private Hotel, 50, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0.5
6337,"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD",2326,"Beauchief Hotel, 48, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0.5
6337,"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD",2327,"King Edward Hotel, 44, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0.5
6337,"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD",2328,"Number 42, 42, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0.5
6337,"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD",2329,"Fairmont Hotel, 40, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0.5
6337,"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD",2330,"Langtry's, 36, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0.5
6337,"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD",2331,"Kings Court Hotel, 34, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0.5
6337,"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD",2332,"Woodleigh Hotel, 32, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0.5
6337,"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD",2333,"Brooklands Hotel, 28-30, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0.5086
6338,"Trevaslodge Families Only, 3 Vance Road, Blackpool, North West, FY14QD",10816,"The Mount Mellory Hotel, 3, Hull Road, Blackpool, North West, FY14QB",0.5071
6341,"Royal Windsor Holiday Apartments, Trafalgar Road 12, Blackpool, North West, FY16AW",2456,"Wembley Hotel, Trafalgar Road, Blackpool, , United Kingdom, North West, FY16AJ",0.5376
6341,"Royal Windsor Holiday Apartments, Trafalgar Road 12, Blackpool, North West, FY16AW",2457,"Garvey's Promenade Hotel, Trafalgar Road, Blackpool, , United Kingdom, North West, FY16AJ",0.5294
6345,"Thorncliffe Holiday Flats, 1 Holmfield Road, Blackpool, North West, FY29SL",2291,"The Beaucliffe, 22, Holmfield Road, Blackpool, , United Kingdom, North West, FY29TB",0.5141
6345,"Thorncliffe Holiday Flats, 1 Holmfield Road, Blackpool, North West, FY29SL",2295,"The Fern Royd, 35, Holmfield Road, Blackpool, , United Kingdom, North West, FY29TE",0.5
6345,"Thorncliffe Holiday Flats, 1 Holmfield Road, Blackpool, North West, FY29SL",2311,"Courtneys, 1, Warbreck Hill Road, Blackpool, , United Kingdom, North West, FY29SP",0.519
6345,"Thorncliffe Holiday Flats, 1 Holmfield Road, Blackpool, North West, FY29SL",3636,"Mayfield, 27, Holmfield Road, Blackpool, , United Kingdom, North West, FY29TB",0.5523
6352,"Lyndale Holiday Flats, 40 Palatine Road, Blackpool, North West, FY14BY",2470,"Fylde International, 93-95, Palatine Road, Blackpool, , United Kingdom, North West, FY14BX",0.5
6354,"Hotel Avano Pleasure Beach, 8 Clifton Drive, Blackpool, North West, FY41NX",2392,"Henson Hotel, 23, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NT",0.5831
6354,"Hotel Avano Pleasure Beach, 8 Clifton Drive, Blackpool, North West, FY41NX",2394,"Elmfield Hotel, 25, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NT",0.5987
6354,"Hotel Avano Pleasure Beach, 8 Clifton Drive, Blackpool, North West, FY41NX",2398,"The Albany, 2-4, Clifton Drive, Blackpool, , United Kingdom, North West, FY41ND",0.5774
6354,"Hotel Avano Pleasure Beach, 8 Clifton Drive, Blackpool, North West, FY41NX",6478,"The Big Blue Hotel, Clifton Drive, Blackpool, North West, FY41ND",0.5172
6358,"The Winter Garden Suites, 64 Adelaide Street Blackpool, North West, FY14LA",2417,"OYO Gresham Hotel, 106-114, Adelaide Street, Blackpool, , United Kingdom, North West, FY14LE",0.5
6362,"Rawcliffe Holiday Lets, 69 Hornby Road, Blackpool, North West, FY14QJ",2477,"The Residence, 99-101, Hornby Road, Blackpool, , United Kingdom, North West, FY14QP",0.505
6362,"Rawcliffe Holiday Lets, 69 Hornby Road, Blackpool, North West, FY14QJ",2478,"The Beechfield, 106-110, Hornby Road, Blackpool, , United Kingdom, North West, FY14QS",0.5
6369,"The Starlux Hotel, Promenade, Blackpool, North West, FY11RU",7441,"North Shore Hotel, 224, Promenade, Blackpool, North West, FY11RZ",0.5168
6373,"Coastal Bay Hotel, 377-379 Promenade, Blackpool, North West, FY16BH",2487,"Sunny Days Hotel, 391,393,395, Promenade, Blackpool, , GB, North West, FY16BH",0.5824
6374,"Best Western Kinloch Hotel, Blackwaterfoot Isle of Arran, North Ayrshire, KA278ET",3225,"Kinloch Hotel, A841;A842, Blackwaterfoot, , United Kingdom, North Ayrshire, KA278ET",0.5
6620,"Slate Cottage, 2 Tredethy Mews near Bodmin MoorTredethyBodmin, Cornwall, South West, PL304QS",2649,"Tredethy House, Helland Road, Tredethy, , United Kingdom, Cornwall, South West, PL304QS",0.5953
6820,"Greenbank Country House, Borrowdale Keswick Borrowdale  United Kingdom KeswickCumbria, Cumberland, North West, CA125UY",7601,"The Borrowdale hotel, Borrowdale, Cumberland, North West, CA125UY",0.5882
6829,"Stonethwaite Cottage, Stonethwaite Farm Borrowdale, Cumberland, North West, CA125XG",6629,"The Langstrath Inn, Stonethwaite, Cumberland, North West, CA125XG",0.5091
6832,"Chapelfield Cottage, Borrowdale, Cumberland, North West, CA125XG",6629,"The Langstrath Inn, Stonethwaite, Cumberland, North West, CA125XG",0.5091
6833,"Nokka Cottagerosthwaite, Cumberland, North West, CA125XB",7561,"Royal Oak Hotel, Rosthwaite, Cumberland, North West, CA125XB",0.5241
6833,"Nokka Cottagerosthwaite, Cumberland, North West, CA125XB",11300,"The Scafell Hotel, Rosthwaite, Cumberland, North West, CA125XB",0.507
6895,"Coach House Cottage, 5 Annerley Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH13PG",6328,"The Water Garden Hotel, 2B, Annerley Road, Bournemouth, Christchurch and Poole, South West, BH13PG",0.5463
6917,"The Wood Lodge, 10 Manor Road East CliffBournemouthDorset, Bournemouth, Christchurch and Poole, South West, BH13EY",6856,"Wood Lodge Hotel, 10, Manor Road, Bournemouth, Christchurch and Poole, South West, BH13EY",0.525
6935,"Manor Apartments, 28A Manor Road, Bournemouth, Christchurch and Poole, South West, BH13EZ",6273,"The Normandie Hotel, 61, Manor Road, Bournemouth, Christchurch and Poole, South West, BH13HL",0.5
6942,"Chine Gardens Apartment, Carlton Court No3 428 Christchurch Road, Bournemouth, Christchurch and Poole, South West, BH14AY",10415,"Crescent Royal Hotel, 456, Christchurch Road, Bournemouth, Christchurch and Poole, South West, BH14BA",0.5
6989,"Park Central Hotel, Exeter Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25AJ",5091,"Royal Exeter Hotel, 59, Exeter Road, Bournemouth, Christchurch and Poole, South West, BH25AG",0.5452
6990,"Tregonholme Hotel, Tregonwell Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25NT",6092,"The Blue Palms Hotel, 26, Tregonwell Road, Bournemouth, Christchurch and Poole, South West, BH25NS",0.5
6991,"Belvedere, Bath Road Bournemouth  BournemouthDorset, BH12EU",6855,"Russell Court Hotel, 19, Bath Road, Bournemouth, Christchurch and Poole, South West, BH12EP",0.5338
7005,"The Chocolate Boutique Hotel, 5 Durley Road BournemouthDorset, Bournemouth, Christchurch and Poole, South West, BH25JQ",6080,"No. 5, 5, Durley Road, Bournemouth, Christchurch and Poole, South West, BH25JQ",0.565
7009,"Celebrity, 47 Gervis Road EastcliffBournemouth, Bournemouth, Christchurch and Poole, South West, BH13DD",6265,"Hotel Celebrity, 47, Gervis Road, Bournemouth, Christchurch and Poole, South West, BH13DD",0.5468
7013,"Travelodge Bournemouth Seafront, West Hill Road 36 Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25EG",6088,"The Lodge, 123, West Hill Road, Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25PH",0.5142
7013,"Travelodge Bournemouth Seafront, West Hill Road 36 Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25EG",6095,"The Hedley Hotel, 125, West Hill Road, Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25PH",0.523
7013,"Travelodge Bournemouth Seafront, West Hill Road 36 Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25EG",6131,"Nici Hotel, West Hill Road, Bournemouth, Christchurch and Poole, South West, BH25EJ",0.5509
7013,"Travelodge Bournemouth Seafront, West Hill Road 36 Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25EG",6132,"Travelodge Bournemouth Seafront, West Hill Road, Bournemouth, Christchurch and Poole, South West, BH25EG",0.571
7014,"Pebbles B&B, 81 Saint Michaels Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR",6085,"Devon Towers Hotel, 58-62, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25ED",0.5769
7014,"Pebbles B&B, 81 Saint Michaels Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR",6091,"St Michaels Hotel, 67-71, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25DR",0.5453
7014,"Pebbles B&B, 81 Saint Michaels Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR",6096,"The Manchester Hotel, 56, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25EB",0.5416
7014,"Pebbles B&B, 81 Saint Michaels Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR",6098,"Topaz Hotel, 79, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25DR",0.5769
7017,"Boho Beach House, 61 Saint Michael's Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DP",6085,"Devon Towers Hotel, 58-62, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25ED",0.5428
7017,"Boho Beach House, 61 Saint Michael's Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DP",6096,"The Manchester Hotel, 56, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25EB",0.5884
7017,"Boho Beach House, 61 Saint Michael's Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DP",6098,"Topaz Hotel, 79, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25DR",0.5561
7021,"Hotel Collingwood, BW Signature Collection, 11 Priory Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DF",6663,"The Trouville Hotel, 5-7, Priory Road, Bournemouth, Christchurch and Poole, South West, BH25DH",0.5801
7022,"The Orchid Hotel, 34 Gervis Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH13DH",6265,"Hotel Celebrity, 47, Gervis Road, Bournemouth, Christchurch and Poole, South West, BH13DD",0.5719
7029,"Bournemouth East Cliff Hotel, Sure Hotel Collection by BW, East Overcliff Drive Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH13AN",6269,"Carlton Hotel, East Overcliff Drive, Bournemouth, Christchurch and Poole, South West, BH13DN",0.5465
7029,"Bournemouth East Cliff Hotel, Sure Hotel Collection by BW, East Overcliff Drive Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH13AN",11158,"The Cumberland Hotel, 27, East Overcliff Drive, Bournemouth, Christchurch and Poole, South West, BH13AF",0.5
7032,"Bourne Hall Hotel, 14 Priory Road West CliffBournemouth, Bournemouth, Christchurch and Poole, South West, BH25DN",5090,"Bourne Hall Hotel, 14, Priory Road, Bournemouth, Christchurch and Poole, South West, BH25DN",0.55
7033,"Brooklands, 1 Kerley Rd West Cliff Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25DW",5088,"Balmoral Hotel, 11-13, Kerley Road, Bournemouth, Christchurch and Poole, South West, BH25DW",0.5406
7034,"Glendevon Hotel, 85-89 West Hill Road Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25PQ",6084,"Connaught Lodge, 32, West Hill Road, Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25PH",0.5042
7034,"Glendevon Hotel, 85-89 West Hill Road Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25PQ",6088,"The Lodge, 123, West Hill Road, Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25PH",0.5
7034,"Glendevon Hotel, 85-89 West Hill Road Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25PQ",6094,"The Connaught Hotel, 30, West Hill Road, Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25PH",0.5447
7034,"Glendevon Hotel, 85-89 West Hill Road Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25PQ",6095,"The Hedley Hotel, 125, West Hill Road, Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25PH",0.5
7036,"Mount Stuart Hotel, 31 Tregonwell Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25NT",6086,"Dolphins Hotel, 19, Tregonwell Road, Bournemouth, Christchurch and Poole, South West, BH25NR",0.5
7036,"Mount Stuart Hotel, 31 Tregonwell Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25NT",6092,"The Blue Palms Hotel, 26, Tregonwell Road, Bournemouth, Christchurch and Poole, South West, BH25NS",0.5
7036,"Mount Stuart Hotel, 31 Tregonwell Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25NT",6584,"Bonnington Beach, 44, Tregonwell Road, Bournemouth, Christchurch and Poole, South West, BH25NT",0.5975
7038,"Ramada Encore Bournemouth, 22 Bath Road BournemouthDorset, Bournemouth, Christchurch and Poole, South West, BH12NS",6854,"Holiday Inn, 22, Bath Road, Bournemouth, , GB, Bournemouth, Christchurch and Poole, South West, BH12NS",0.55
7039,"Royal Exeter Hotel, Exeter Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25AG",4638,"The Hermitage Hotel, Exeter Road, Bournemouth, Christchurch and Poole, South West, BH25AH",0.5531
7044,"Wessex, WEST CLIFF ROAD BOURNEMOUTH, BH25EU",10338,"Premier Inn, 11, West Cliff Road, Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25EP",0.5187
7047,"Alum Chine Beach House, 36 Burnaby Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH48JG",6867,"Riviera Hotel, 14, Burnaby Road, Bournemouth, Christchurch and Poole, South West, BH48JF",0.5
7048,"The Green House, 4 Grove Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH13AS",6258,"Hotel Miramar, 19, Grove Road, Bournemouth, Christchurch and Poole, South West, BH13AL",0.5445
7048,"The Green House, 4 Grove Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH13AS",6262,"The Grove Hotel, 2, Grove Road, Bournemouth, Christchurch and Poole, South West, BH13AU",0.5532
7049,"Best Western Plus The Connaught Hotel, 30 West Hill Road West CliffBournemouthDorset, Bournemouth, Christchurch and Poole, South West, BH25PH",6094,"The Connaught Hotel, 30, West Hill Road, Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25PH",0.5028
7057,"Blue Palms, 26 Tregonwell Road Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25NS",6086,"Dolphins Hotel, 19, Tregonwell Road, Bournemouth, Christchurch and Poole, South West, BH25NR",0.595
7057,"Blue Palms, 26 Tregonwell Road Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25NS",6585,"Carisbrook Hotel, 42, Tregonwell Road, Bournemouth, Christchurch and Poole, South West, BH25NT",0.5
7057,"Blue Palms, 26 Tregonwell Road Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25NS",6590,"Mount Stuart Hotel, 31, Tregonwell Road, Bournemouth, Christchurch and Poole, South West, BH25NT",0.5
7058,"Bonnington Beach Hotel, 44 Tregonwell Rd West Cliff Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25NT",6585,"Carisbrook Hotel, 42, Tregonwell Road, Bournemouth, Christchurch and Poole, South West, BH25NT",0.5786
7058,"Bonnington Beach Hotel, 44 Tregonwell Rd West Cliff Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25NT",6590,"Mount Stuart Hotel, 31, Tregonwell Road, Bournemouth, Christchurch and Poole, South West, BH25NT",0.5439
7060,"Coach House Cottage, 5 Annerley Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH13PG",6328,"The Water Garden Hotel, 2B, Annerley Road, Bournemouth, Christchurch and Poole, South West, BH13PG",0.5463
7062,"Croydon, 54 Saint Michaels Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DY",6085,"Devon Towers Hotel, 58-62, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25ED",0.5341
7062,"Croydon, 54 Saint Michaels Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DY",6091,"St Michaels Hotel, 67-71, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25DR",0.5769
7062,"Croydon, 54 Saint Michaels Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DY",6096,"The Manchester Hotel, 56, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25EB",0.5769
7062,"Croydon, 54 Saint Michaels Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DY",6098,"Topaz Hotel, 79, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25DR",0.5306
7069,"TravelRest Bournemouth, 135 W Hill Rd Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25EG",6131,"Nici Hotel, West Hill Road, Bournemouth, Christchurch and Poole, South West, BH25EJ",0.5269
7073,"Lynden Court Hotel, 8 Durley Road West Cliff Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25JL",6080,"No. 5, 5, Durley Road, Bournemouth, Christchurch and Poole, South West, BH25JQ",0.5943
7073,"Lynden Court Hotel, 8 Durley Road West Cliff Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25JL",6082,"Washington House, 3, Durley Road, Bournemouth, Christchurch and Poole, South West, BH25JQ",0.5638
7076,"Newbury, 83 St. Michaels Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR",6085,"Devon Towers Hotel, 58-62, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25ED",0.55
7076,"Newbury, 83 St. Michaels Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR",6091,"St Michaels Hotel, 67-71, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25DR",0.5186
7076,"Newbury, 83 St. Michaels Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR",6096,"The Manchester Hotel, 56, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25EB",0.5125
7076,"Newbury, 83 St. Michaels Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR",6098,"Topaz Hotel, 79, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25DR",0.55
7080,"Hotel Riviera, 5 West Cliff Gardens BournemouthDorset, Bournemouth, Christchurch and Poole, South West, BH25HL",6596,"Tower House Hotel, West Cliff Gardens, Bournemouth, Christchurch and Poole, South West, BH25HP",0.5
7082,"The Charlesworth, 35 Tregonwell Road Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25NT",6590,"Mount Stuart Hotel, 31, Tregonwell Road, Bournemouth, Christchurch and Poole, South West, BH25NT",0.5876
7083,"The Claremont, 89 St. Michael's Road  Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR",6085,"Devon Towers Hotel, 58-62, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25ED",0.5757
7083,"The Claremont, 89 St. Michael's Road  Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR",6091,"St Michaels Hotel, 67-71, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25DR",0.551
7083,"The Claremont, 89 St. Michael's Road  Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR",6096,"The Manchester Hotel, 56, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25EB",0.5386
7083,"The Claremont, 89 St. Michael's Road  Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR",6098,"Topaz Hotel, 79, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25DR",0.5757
7084,"Fairmount Hotel, 15 Priory Road Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25DF",6663,"The Trouville Hotel, 5-7, Priory Road, Bournemouth, Christchurch and Poole, South West, BH25DH",0.5309
7085,"The Hedley Townhouse, 125 West Hill Road Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25PH",6087,"Glendevon Hotel, 85-89, West Hill Road, Bournemouth, Christchurch and Poole, South West, BH25PQ",0.5
7085,"The Hedley Townhouse, 125 West Hill Road Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25PH",6094,"The Connaught Hotel, 30, West Hill Road, Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25PH",0.5701
7085,"The Hedley Townhouse, 125 West Hill Road Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25PH",6131,"Nici Hotel, West Hill Road, Bournemouth, Christchurch and Poole, South West, BH25EJ",0.5016
7085,"The Hedley Townhouse, 125 West Hill Road Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25PH",6132,"Travelodge Bournemouth Seafront, West Hill Road, Bournemouth, Christchurch and Poole, South West, BH25EG",0.5
7092,"Legacy Inn Bournemouth, GERVIS ROAD, 49 BOURNEMOUTH, BH13DE",5916,"Ibis Styles, 16, Gervis Road, Bournemouth, Christchurch and Poole, South West, BH13EQ",0.5059
7092,"Legacy Inn Bournemouth, GERVIS ROAD, 49 BOURNEMOUTH, BH13DE",6255,"Tudor Grange Hotel, 31, Gervis Road, Bournemouth, Christchurch and Poole, South West, BH13EE",0.564
7094,"Klikaway, Bath Road  Bournemouth, Bournemouth, Christchurch and Poole, South West, BH12NN",6852,"Mayfair, 27, Bath Road, Bournemouth, Christchurch and Poole, South West, BH12NW",0.5731
7094,"Klikaway, Bath Road  Bournemouth, Bournemouth, Christchurch and Poole, South West, BH12NN",6853,"Burley Court Hotel, 29, Bath Road, Bournemouth, Christchurch and Poole, South West, BH12NP",0.5195
7094,"Klikaway, Bath Road  Bournemouth, Bournemouth, Christchurch and Poole, South West, BH12NN",6854,"Holiday Inn, 22, Bath Road, Bournemouth, , GB, Bournemouth, Christchurch and Poole, South West, BH12NS",0.5792
7097,"The Manchester Hotel, 56 St Michaels Road Bournemouth Dorset  BournemouthDorset, Bournemouth, Christchurch and Poole, South West, BH25EB",6085,"Devon Towers Hotel, 58-62, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25ED",0.5337
7097,"The Manchester Hotel, 56 St Michaels Road Bournemouth Dorset  BournemouthDorset, Bournemouth, Christchurch and Poole, South West, BH25EB",6091,"St Michaels Hotel, 67-71, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25DR",0.55
7097,"The Manchester Hotel, 56 St Michaels Road Bournemouth Dorset  BournemouthDorset, Bournemouth, Christchurch and Poole, South West, BH25EB",6098,"Topaz Hotel, 79, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25DR",0.5232
7100,"Carisbrooke Hotel, 42 Tregonwell Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25NT",6092,"The Blue Palms Hotel, 26, Tregonwell Road, Bournemouth, Christchurch and Poole, South West, BH25NS",0.5
7104,"The Savoy Hotel, West Hill Road Bournemouth Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25EJ",6084,"Connaught Lodge, 32, West Hill Road, Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25PH",0.5
