orig_indexA,orig_indexB,addressA,addressB,score
5851,10827,"Mayfair Hotel, 19 Vance Road Blackpool, North West, FY14QD","Honley Hotel, 1, Vance Road, Blackpool, North West, FY14QD",0.8464
5853,2419,"Haven Guest House, 11 Alexandra Road Blackpool, North West, FY16BU","The Melrose Hotel, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BU",0.8
5856,2419,"The Hurstmere, 5 Alexandra Road Blackpool, North West, FY16BU","The Melrose Hotel, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BU",0.8
5866,2430,"Clifton Private Hotel, 56 Charnley Rd  Blackpool, North West, FY14PF","The Helmshore, 24-28, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8393
5866,2431,"Clifton Private Hotel, 56 Charnley Rd  Blackpool, North West, FY14PF","The Victoria, 30, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8491
5866,2432,"Clifton Private Hotel, 56 Charnley Rd  Blackpool, North West, FY14PF","Butterfly Hotel, 32, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8574
5866,2433,"Clifton Private Hotel, 56 Charnley Rd  Blackpool, North West, FY14PF","The Blackpool Central Hotel, 34, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8647
5866,2434,"Clifton Private Hotel, 56 Charnley Rd  Blackpool, North West, FY14PF","The Bramlea, 36, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8724
5866,2435,"Clifton Private Hotel, 56 Charnley Rd  Blackpool, North West, FY14PF","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.875
5866,2436,"Clifton Private Hotel, 56 Charnley Rd  Blackpool, North West, FY14PF","Trafford Hotel, 40-42, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.875
5866,2437,"Clifton Private Hotel, 56 Charnley Rd  Blackpool, North West, FY14PF","The Kings Cross Hotel, 44, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.875
5866,2438,"Clifton Private Hotel, 56 Charnley Rd  Blackpool, North West, FY14PF","Alviston Hotel, 46-48, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.875
5866,2439,"Clifton Private Hotel, 56 Charnley Rd  Blackpool, North West, FY14PF","Regency Hotel, 50, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.875
5866,2440,"Clifton Private Hotel, 56 Charnley Rd  Blackpool, North West, FY14PF","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.875
5866,2441,"Clifton Private Hotel, 56 Charnley Rd  Blackpool, North West, FY14PF","The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.875
5866,2443,"Clifton Private Hotel, 56 Charnley Rd  Blackpool, North West, FY14PF","The Lawton Hotel, 58-66, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.875
5866,2444,"Clifton Private Hotel, 56 Charnley Rd  Blackpool, North West, FY14PF","Kingsway Hotel, 68, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.875
5868,2483,"DJ Suites Blackpool, 40-48 Hornby Road Blackpool, North West, FY14QJ","Raffles Hotel, 73-75, Hornby Road, Blackpool, , United Kingdom, North West, FY14QJ",0.8776
5869,2427,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","The Fairhaven Hotel, 7-9, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0.8
5869,2429,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","Alumhurst Hotel, 13-15, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0.8
5875,2393,"Royal Hotel, 57 Clifton Drive Blackpool, North West, FY41NT","The Stuart Hotel, 27-29, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NT",0.8
5876,2392,"The Crosby Hotel, 59 Clifton Drive Blackpool, North West, FY41NT","Henson Hotel, 23, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NT",0.8
5876,2393,"The Crosby Hotel, 59 Clifton Drive Blackpool, North West, FY41NT","The Stuart Hotel, 27-29, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NT",0.8
5876,2394,"The Crosby Hotel, 59 Clifton Drive Blackpool, North West, FY41NT","Elmfield Hotel, 25, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NT",0.8
5876,2396,"The Crosby Hotel, 59 Clifton Drive Blackpool, North West, FY41NT","The Royal Hotel, 57, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NT",0.8961
5880,10829,"The Dukeries Hotel, 86 88 Adelaide Street Blackpool,  Lancashire, North West, FY14LA","Backpackers Blackpool, 62, Adelaide Street, Blackpool, North West, FY14LA",0.863
5880,10830,"The Dukeries Hotel, 86 88 Adelaide Street Blackpool,  Lancashire, North West, FY14LA","The Garden Suites, 64, Adelaide Street, Blackpool, North West, FY14LA",0.869
5880,10831,"The Dukeries Hotel, 86 88 Adelaide Street Blackpool,  Lancashire, North West, FY14LA","Adelaide House Hotel, 66-68, Adelaide Street, Blackpool, North West, FY14LA",0.8827
5880,10832,"The Dukeries Hotel, 86 88 Adelaide Street Blackpool,  Lancashire, North West, FY14LA","The Melville, 70-72, Adelaide Street, Blackpool, North West, FY14LA",0.8997
5882,2392,"Stuart Hotel, 27-29 Clifton Drive Blackpool, North West, FY41NT","Henson Hotel, 23, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NT",0.8
5882,2394,"Stuart Hotel, 27-29 Clifton Drive Blackpool, North West, FY41NT","Elmfield Hotel, 25, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NT",0.8
5889,2469,"By the Seaside, 22 St Chads Road Blackpool, North West, FY16BP","Phildene, 5-7, St Chad's Road, Blackpool, , United Kingdom, North West, FY16BP",0.8572
5902,2475,"The Rimini, 31 Wellington Road Blackpool, North West, FY16AR","Oakleigh Hotel, Wellington Road, Blackpool, , United Kingdom, North West, FY16AR",0.8884
5902,2476,"The Rimini, 31 Wellington Road Blackpool, North West, FY16AR","The Vernon, Wellington Road, Blackpool, , United Kingdom, North West, FY16AR",0.8257
5905,10819,"Grange House Hotel, 23 Hull Road Blackpool, North West, FY14QB","The Fairway, 34-36, Hull Road, Blackpool, North West, FY14QB",0.8949
5910,2308,"Waves, 12 Wilshaw Road Blackpool, North West, FY29SH","The Pilatus, 10, Willshaw Road, Blackpool, , United Kingdom, North West, FY29SH",0.888
5910,2309,"Waves, 12 Wilshaw Road Blackpool, North West, FY29SH","The Braeside, 6, Willshaw Road, Blackpool, , United Kingdom, North West, FY29SH",0.888
5910,2310,"Waves, 12 Wilshaw Road Blackpool, North West, FY29SH","South-lea Hotel, 4, Willshaw Road, Blackpool, , United Kingdom, North West, FY29SH",0.888
5919,10829,"Boomerang Blackpool, 74 Adelaide Street Blackpool, North West, FY14LA","Backpackers Blackpool, 62, Adelaide Street, Blackpool, North West, FY14LA",0.8659
5919,10830,"Boomerang Blackpool, 74 Adelaide Street Blackpool, North West, FY14LA","The Garden Suites, 64, Adelaide Street, Blackpool, North West, FY14LA",0.8705
5919,10831,"Boomerang Blackpool, 74 Adelaide Street Blackpool, North West, FY14LA","Adelaide House Hotel, 66-68, Adelaide Street, Blackpool, North West, FY14LA",0.8841
5926,2478,"The Melrose Hotel, 82 Hornby Road ; Blackpool, North West, FY14QS","The Beechfield, 106-110, Hornby Road, Blackpool, , United Kingdom, North West, FY14QS",0.8419
5934,10816,"White House Hotel, 44-46 Hull Road Blackpool, North West, FY14QB","The Mount Mellory Hotel, 3, Hull Road, Blackpool, North West, FY14QB",0.8536
5934,10817,"White House Hotel, 44-46 Hull Road Blackpool, North West, FY14QB","Atlantis Hotel, 14-16, Hull Road, Blackpool, North West, FY14QB",0.8978
5934,10824,"White House Hotel, 44-46 Hull Road Blackpool, North West, FY14QB","Happy Return Hotel, 17-19, Hull Road, Blackpool, North West, FY14QB",0.8929
5936,2426,"Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE","The Lismain Hotel, 3, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0.8
5936,2427,"Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE","The Fairhaven Hotel, 7-9, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0.8
5936,2429,"Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE","Alumhurst Hotel, 13-15, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0.8056
5951,10818,"Mount Mellory, Hull Road, Blackpool, North West, FY14QB","Balkan Hotel, 22-30, Hull Road, Blackpool, North West, FY14QB",0.8674
5951,10819,"Mount Mellory, Hull Road, Blackpool, North West, FY14QB","The Fairway, 34-36, Hull Road, Blackpool, North West, FY14QB",0.8324
5964,2424,"Eastgate Hotel, 6 Charnley Road Blackpool Blackpool, North West, FY14PF","The Beverley, 4, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8317
5964,2425,"Eastgate Hotel, 6 Charnley Road Blackpool Blackpool, North West, FY14PF","Merlin Hotel, 2, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8242
5964,2428,"Eastgate Hotel, 6 Charnley Road Blackpool Blackpool, North West, FY14PF","Zebra Lodge, 11, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.845
5964,2443,"Eastgate Hotel, 6 Charnley Road Blackpool Blackpool, North West, FY14PF","The Lawton Hotel, 58-66, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8969
5964,2444,"Eastgate Hotel, 6 Charnley Road Blackpool Blackpool, North West, FY14PF","Kingsway Hotel, 68, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8719
5977,2376,"The Scala, 22 Clifton Drive Blackpool, North West, FY41NX","Sinatra's Hotel, 8, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0.8667
5985,2464,"The Fairview, 30 Woodfield Road, Blackpool, North West, FY16AX","The Art Break Hotel, 14-16, Woodfield Road, Blackpool, , United Kingdom, North West, FY16AX",0.8896
5986,2356,"The Bramleigh Hotel, 13/15 Gynn Avenue Blackpool, North West, FY12LD","The Waterford, 2, Gynn Avenue, Blackpool, , United Kingdom, North West, FY12LD",0.8521
5991,2423,"The Butterfly Hotel, 32 Charnley Road Blackpool, North West, FY14PF","The Eastgate Hotel, 6, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8854
5991,2424,"The Butterfly Hotel, 32 Charnley Road Blackpool, North West, FY14PF","The Beverley, 4, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8766
5991,2425,"The Butterfly Hotel, 32 Charnley Road Blackpool, North West, FY14PF","Merlin Hotel, 2, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.869
5991,2428,"The Butterfly Hotel, 32 Charnley Road Blackpool, North West, FY14PF","Zebra Lodge, 11, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8978
5991,2439,"The Butterfly Hotel, 32 Charnley Road Blackpool, North West, FY14PF","Regency Hotel, 50, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8907
5991,2440,"The Butterfly Hotel, 32 Charnley Road Blackpool, North West, FY14PF","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8826
5991,2441,"The Butterfly Hotel, 32 Charnley Road Blackpool, North West, FY14PF","The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.876
5991,2442,"The Butterfly Hotel, 32 Charnley Road Blackpool, North West, FY14PF","Clifton Hotel, 56, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8691
5991,2443,"The Butterfly Hotel, 32 Charnley Road Blackpool, North West, FY14PF","The Lawton Hotel, 58-66, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8476
5991,2444,"The Butterfly Hotel, 32 Charnley Road Blackpool, North West, FY14PF","Kingsway Hotel, 68, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8231
5992,2419,"Sharn-Bek Hotel, 24 Alexandra Road Blackpool, North West, FY16BU","The Melrose Hotel, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BU",0.8078
5993,2445,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","Royal Ruskin Hotel, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8
5993,2446,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","The Roselea Hotel, 67, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8
5993,2447,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","Fern Villa Hotel, 73, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8293
5993,2448,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","Gleneagles Hotel, 75, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8371
5993,2449,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","The New Sunset Hotel, 77-81, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8524
5993,2450,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","The Oak Lea Hotel, 83-87, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.878
5993,2451,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","The Albany, 89, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8969
5997,2478,"Casablanca Guest House, 84 Hornby Road Blackpool, North West, FY14QS","The Beechfield, 106-110, Hornby Road, Blackpool, , United Kingdom, North West, FY14QS",0.8544
6003,2419,"The Princess, 18-20 Alexandra Road Blackpool, North West, FY16BU","The Melrose Hotel, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BU",0.8355
6003,2420,"The Princess, 18-20 Alexandra Road Blackpool, North West, FY16BU","Wave Crest Hotel, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BU",0.8792
6011,2517,"Oban House Hotel, 28 Osborne Road Blackpool, North West, FY41HJ","Oban House Hotel, 28, Osborne Road, Blackpool, , United Kingdom, North West, FY41HJ",0.8
6013,1975,"Crompton Hotel, 10 Woodfield Road Blackpool, North West, FY16AX","The Fairhaven, 27-29, Woodfield Road, Blackpool, , United Kingdom, North West, FY16AX",0.8979
6013,2463,"Crompton Hotel, 10 Woodfield Road Blackpool, North West, FY16AX","The Woodfield, 31-33, Woodfield Road, Blackpool, , United Kingdom, North West, FY16AX",0.8823
6014,2469,"The Arthington, 24 St Chads Road Blackpool, North West, FY16BP","Phildene, 5-7, St Chad's Road, Blackpool, , United Kingdom, North West, FY16BP",0.8646
6018,2469,"Birch Villa Hotel, 32 St. Chads Road Blackpool, North West, FY16BP","Phildene, 5-7, St Chad's Road, Blackpool, , United Kingdom, North West, FY16BP",0.8174
6019,2469,"Dering Lodge Hotel, 12 Saint Chads Road Blackpool, North West, FY16BP","Phildene, 5-7, St Chad's Road, Blackpool, , United Kingdom, North West, FY16BP",0.84
6029,2519,"Shores Holiday Apartments, 25 Osborne Road Blackpool, North West, FY41HJ","The New Osborne Hotel, 12-14, Osborne Road, Blackpool, , United Kingdom, North West, FY41HJ",0.8944
6036,2418,"Cranstone Guesthouse, 39 Alexandra Road Blackpool, North West, FY16BU","Ashley Victoria Hotel, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BU",0.8545
6036,2420,"Cranstone Guesthouse, 39 Alexandra Road Blackpool, North West, FY16BU","Wave Crest Hotel, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BU",0.8
6048,2445,"The Montclair, 95 Albert Road Blackpool, North West, FY14PW","Royal Ruskin Hotel, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8476
6048,2446,"The Montclair, 95 Albert Road Blackpool, North West, FY14PW","The Roselea Hotel, 67, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8813
6048,2453,"The Montclair, 95 Albert Road Blackpool, North West, FY14PW","Fairview Hotel, 113, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8863
6048,2454,"The Montclair, 95 Albert Road Blackpool, North West, FY14PW","Tregenna Hotel, 115, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.877
6048,2455,"The Montclair, 95 Albert Road Blackpool, North West, FY14PW","Albert Hotel, 117, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8693
6064,2356,"The Mackintosh Guest Accommodation, 5 Gynn Avenue  Blackpool, North West, FY12LD","The Waterford, 2, Gynn Avenue, Blackpool, , United Kingdom, North West, FY12LD",0.8413
6067,2445,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","Royal Ruskin Hotel, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8
6067,2446,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","The Roselea Hotel, 67, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8
6067,2447,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","Fern Villa Hotel, 73, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8111
6067,2448,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","Gleneagles Hotel, 75, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8188
6067,2449,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","The New Sunset Hotel, 77-81, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8342
6067,2450,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","The Oak Lea Hotel, 83-87, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8597
6067,2451,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","The Albany, 89, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8788
6067,2452,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","The Belvedere, 91-93, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8905
6071,2423,"The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF","The Eastgate Hotel, 6, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8846
6071,2424,"The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF","The Beverley, 4, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8755
6071,2425,"The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF","Merlin Hotel, 2, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8679
6071,2428,"The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF","Zebra Lodge, 11, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8933
6071,2439,"The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF","Regency Hotel, 50, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8947
6071,2440,"The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8865
6071,2441,"The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF","The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8798
6071,2442,"The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF","Clifton Hotel, 56, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8728
6071,2443,"The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF","The Lawton Hotel, 58-66, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8512
6071,2444,"The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF","Kingsway Hotel, 68, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8265
6074,2402,"The Carlton, 64 Albert Road Blackpool, North West, FY14PR","The Trafalgar, 106, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.8
6074,2403,"The Carlton, 64 Albert Road Blackpool, North West, FY14PR","The Gallery, 108, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.8
6074,2404,"The Carlton, 64 Albert Road Blackpool, North West, FY14PR","The Allendale, 104, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.8015
6074,2405,"The Carlton, 64 Albert Road Blackpool, North West, FY14PR","The Arabella, 102, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.8084
6074,2406,"The Carlton, 64 Albert Road Blackpool, North West, FY14PR","Lumada, 100, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.8242
6074,2407,"The Carlton, 64 Albert Road Blackpool, North West, FY14PR","Sandy Beach Hotel, 96-98, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.8325
6074,2408,"The Carlton, 64 Albert Road Blackpool, North West, FY14PR","La Tour, 92-94, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.8449
6074,2409,"The Carlton, 64 Albert Road Blackpool, North West, FY14PR","The Hollies, 88-90, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.8572
6074,2410,"The Carlton, 64 Albert Road Blackpool, North West, FY14PR","The Georgian Hotel, 82-86, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.881
6074,2411,"The Carlton, 64 Albert Road Blackpool, North West, FY14PR","Bradleys Hotel, 80, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.8949
6075,2472,"Nelcon Boutique Hotel, 38 Palatine Road Blackpool, North West, FY14BY","Lyndale Holiday Flats, 40, Palatine Road, Blackpool, , United Kingdom, North West, FY14BY",0.8227
6078,2290,"Beachcliffe Holiday Apartments, 3 King Edward Avenue Blackpool, North West, FY29TD","Northcrest, 22, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0.8687
6078,2292,"Beachcliffe Holiday Apartments, 3 King Edward Avenue Blackpool, North West, FY29TD","The Pembroke, 11, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0.8977
6091,10827,"The Shanklin Hotel, 17 Vance Road  Blackpool, North West, FY14QD","Honley Hotel, 1, Vance Road, Blackpool, North West, FY14QD",0.8562
6092,2445,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","Royal Ruskin Hotel, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8204
6092,2446,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","The Roselea Hotel, 67, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8541
6092,2447,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","Fern Villa Hotel, 73, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8851
6092,2448,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","Gleneagles Hotel, 75, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8927
6092,2455,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","Albert Hotel, 117, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8953
6097,2451,"Ruskin Hotel, 55-61 Albert Road Blackpool, North West, FY14PW","The Albany, 89, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8873
6097,2452,"Ruskin Hotel, 55-61 Albert Road Blackpool, North West, FY14PW","The Belvedere, 91-93, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8756
6097,2453,"Ruskin Hotel, 55-61 Albert Road Blackpool, North West, FY14PW","Fairview Hotel, 113, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8206
6097,2454,"Ruskin Hotel, 55-61 Albert Road Blackpool, North West, FY14PW","Tregenna Hotel, 115, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8113
6097,2455,"Ruskin Hotel, 55-61 Albert Road Blackpool, North West, FY14PW","Albert Hotel, 117, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.8036
6098,2418,"The Dudley Hotel, 3 Alexandra Road  Blackpool, North West, FY16BU","Ashley Victoria Hotel, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BU",0.8671
6098,2419,"The Dudley Hotel, 3 Alexandra Road  Blackpool, North West, FY16BU","The Melrose Hotel, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BU",0.8
6103,2377,"New Odyssey Hotel, 4 6 Burlington Road Blackpool, North West, FY41NL","New Odyssey Hotel, 4, Burlington Road West, Blackpool, , United Kingdom, North West, FY41NL",0.8571
6103,2379,"New Odyssey Hotel, 4 6 Burlington Road Blackpool, North West, FY41NL","Silversands Hotel, 3, Burlington Road West, Blackpool, , United Kingdom, North West, FY41NL",0.83
6104,10827,"The Stone House Hotel, 26-28 Vance Road Blackpool, North West, FY14QD","Honley Hotel, 1, Vance Road, Blackpool, North West, FY14QD",0.8833
6146,2423,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Eastgate Hotel, 6, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8
6146,2424,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Beverley, 4, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8
6146,2425,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Merlin Hotel, 2, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8
6146,2428,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Zebra Lodge, 11, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8079
6146,2430,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Helmshore, 24-28, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8643
6146,2431,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Victoria, 30, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8741
6146,2432,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Butterfly Hotel, 32, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8824
6146,2433,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Blackpool Central Hotel, 34, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8897
6146,2434,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Bramlea, 36, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8974
6147,2418,"Myguesthouse Blackpool, 12 Alexander Road Blackpool, North West, FY16BU","Ashley Victoria Hotel, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BU",0.8585
6147,2420,"Myguesthouse Blackpool, 12 Alexander Road Blackpool, North West, FY16BU","Wave Crest Hotel, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BU",0.8786
6155,2488,"The Cornhill Hotel, 377-379 Promenade Blackpool Lancashire, North West, FY16BH","Allandale Hotel, Promenade, Blackpool, , United Kingdom, North West, FY16BH",0.8455
6155,2747,"The Cornhill Hotel, 377-379 Promenade Blackpool Lancashire, North West, FY16BH","Hotel Althol, Promenade, Blackpool, , United Kingdom, North West, FY16BH",0.8455
6158,10827,"Ivanhoe Hotel, 13 Vance Road Blackpool, North West, FY14QD","Honley Hotel, 1, Vance Road, Blackpool, North West, FY14QD",0.8814
6169,2423,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","The Eastgate Hotel, 6, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.82
6169,2424,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","The Beverley, 4, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8106
6169,2425,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","Merlin Hotel, 2, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8031
6169,2428,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","Zebra Lodge, 11, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.8245
